Opening Time,Type [buy/sell],Symbol,Setup,Size / Quantity,Closing Time,Entry Price,Closing Price,Swap,Commission,Net Profit,Stop Loss (optional),Take Profit(optional),Highest price (optional),Lowest price (optional)
2020-05-28 08:00:00,BUY,BTCUSD,chopEMA,388.21,2020-06-11 16:00:00,214.26000000,230.51000000,,120.86435300,6152.99000000,208.69508300,249.61436100,253.59813600,213.18870000
2020-06-22 08:00:00,BUY,BTCUSD,chopEMA,369.89,2020-06-24 08:00:00,241.49000000,232.10000000,,122.62360900,-3630.93000000,235.21784600,281.33749700,249.02448800,230.86444000
2020-07-06 08:00:00,BUY,BTCUSD,chopEMA,358.88,2020-07-16 00:00:00,238.79000000,232.63000000,,118.42867600,-2362.97000000,232.58797200,278.19197800,248.67590600,229.81149600
2020-07-21 00:00:00,BUY,BTCUSD,chopEMA,344.69,2020-08-21 16:00:00,241.77000000,387.97000000,,151.94687900,50198.76000000,235.49057400,281.66369800,445.77552600,241.02051300
2020-08-30 08:00:00,BUY,BTCUSD,chopEMA,320.27,2020-09-03 08:00:00,416.81000000,403.64000000,,183.93351000,-4454.39000000,405.98430800,485.58649200,488.45963900,390.63433200
2020-10-10 00:00:00,BUY,BTCUSD,chopEMA,344.23,2020-10-28 08:00:00,374.87000000,387.54000000,,183.70846100,4125.14000000,365.13360400,436.72610600,420.37921800,360.84986200
2020-11-04 16:00:00,BUY,BTCUSD,chopEMA,330.84,2020-11-26 08:00:00,402.49000000,508.00000000,,210.86059800,34636.16000000,392.03623700,468.90359400,622.65203000,395.76841700
2020-11-29 16:00:00,BUY,BTCUSD,chopEMA,291.11,2020-12-08 16:00:00,576.30000000,554.94000000,,230.51982200,-6514.47000000,561.33191700,671.39342900,635.19786000,548.69523000
2020-12-16 08:00:00,BUY,BTCUSD,chopEMA,260.01,2020-12-22 00:00:00,620.20000000,595.73000000,,221.30675000,-6646.95000000,604.09171500,722.53722900,675.70790000,590.92656000
2020-12-27 00:00:00,BUY,BTCUSD,chopEMA,237.85,2021-01-19 00:00:00,650.07000000,1365.15000000,,335.51827000,169647.47000000,633.18590900,757.33598200,1364.56193700,624.39223500
2021-01-24 16:00:00,BUY,BTCUSD,chopEMA,232.75,2021-02-22 08:00:00,1392.51000000,1733.29000000,,509.27840400,78662.91000000,1356.34271800,1622.28364400,2041.14115800,1205.77440900
2021-03-08 16:00:00,BUY,BTCUSD,chopEMA,219.67,2021-03-22 16:00:00,1833.18000000,1680.97000000,,540.37913900,-34131.47000000,1785.56731600,2135.66719900,1942.62084600,1653.52836000
2021-03-29 16:00:00,BUY,BTCUSD,chopEMA,202.89,2021-04-18 08:00:00,1816.74000000,2144.30000000,,562.56543800,65736.13000000,1769.55430700,2116.51448700,2546.70613200,1766.59797600
2021-04-21 08:00:00,BUY,BTCUSD,chopEMA,177.78,2021-04-23 00:00:00,2442.80000000,2132.45000000,,569.36996000,-55905.91000000,2379.35382200,2845.87865500,2642.37676000,2113.75484000
2021-04-26 00:00:00,BUY,BTCUSD,chopEMA,154.46,2021-05-17 00:00:00,2450.00000000,3520.85000000,,645.57522800,164572.19000000,2386.36681800,2854.26670500,4370.55500000,2412.51500000
2021-07-24 16:00:00,BUY,BTCUSD,chopEMA,248.47,2021-08-26 00:00:00,2184.75000000,3105.16000000,,920.07468100,227512.80000000,2128.00608400,2545.24864600,3375.87570000,2103.91425000
2021-08-27 16:00:00,BUY,BTCUSD,chopEMA,235.27,2021-09-07 08:00:00,3273.45000000,3452.70000000,,1107.73986700,40748.56000000,3188.42957600,3813.59156900,4025.03412000,3002.08099500
2021-10-02 08:00:00,BUY,BTCUSD,chopEMA,239.44,2021-11-16 00:00:00,3386.54000000,4312.11000000,,1290.34778500,219958.17000000,3298.58232000,3945.34219000,4865.10336400,3266.99513800
2021-11-30 08:00:00,BUY,BTCUSD,chopEMA,223.38,2021-12-03 16:00:00,4613.85000000,4215.73000000,,1380.62880000,-90706.02000000,4494.01573200,5375.16670800,4774.41198000,4028.35243500
2022-02-07 08:00:00,BUY,BTCUSD,chopEMA,300.98,2022-02-12 08:00:00,3123.15000000,2880.40000000,,1264.86225400,-74689.05000000,3042.03327700,3638.49104400,3280.86907500,2855.49604500
2022-03-16 16:00:00,BUY,BTCUSD,chopEMA,311.98,2022-04-06 08:00:00,2773.81000000,3257.15000000,,1317.09116200,149100.61000000,2701.76658900,3231.50756200,3577.93751900,2743.85285200
2022-07-15 00:00:00,BUY,BTCUSD,chopEMA,837.03,2022-07-26 08:00:00,1211.85000000,1368.68000000,,1511.97822800,129326.70000000,1180.37495000,1411.81351300,1663.26412500,1190.15788500
2022-07-27 16:00:00,BUY,BTCUSD,chopEMA,699.11,2022-08-19 00:00:00,1635.74000000,1744.63000000,,1654.27130700,73998.98000000,1593.25537100,1905.64825300,2028.48117400,1557.87877600
2022-09-09 00:00:00,BUY,BTCUSD,chopEMA,714.10,2022-09-13 08:00:00,1704.93000000,1594.45000000,,1649.26292800,-81014.34000000,1660.64831800,1986.25507500,1787.44861200,1571.43398100
2022-10-23 16:00:00,BUY,BTCUSD,chopEMA,833.13,2022-11-08 00:00:00,1364.20000000,1492.00000000,,1665.70193700,104331.88000000,1328.76800500,1589.30230100,1678.78452000,1323.00116000
2022-11-30 00:00:00,BUY,BTCUSD,chopEMA,974.99,2022-12-07 00:00:00,1272.62000000,1224.63000000,,1704.35109900,-48980.95000000,1239.56658800,1482.61097700,1308.63514600,1217.89734000
2022-12-13 08:00:00,BUY,BTCUSD,chopEMA,900.34,2022-12-16 08:00:00,1323.78000000,1203.63000000,,1592.86911600,-110223.78000000,1289.39782300,1542.21272600,1351.57938000,1193.78480400
2018-04-12 16:00:00,BUY,BTCUSD,choprma,20.16,2018-05-11 08:00:00,495.67000000,682.20000000,,16.61921600,3738.42000000,480.46691100,586.30008200,839.56584600,479.75899300
2018-07-16 16:00:00,BUY,BTCUSD,choprma,28.69,2018-07-20 16:00:00,478.49000000,449.04000000,,18.62511800,-868.76000000,463.81385300,565.97882900,515.04663600,439.58876300
2018-11-04 16:00:00,BUY,BTCUSD,choprma,60.62,2018-11-14 08:00:00,212.11000000,191.49000000,,17.12633400,-1272.00000000,205.60420600,250.89295400,224.60327900,189.60512900
2018-12-20 08:00:00,BUY,BTCUSD,choprma,107.60,2019-01-10 08:00:00,107.69000000,129.27000000,,17.84749500,2299.02000000,104.38695400,127.38042600,159.16582000,104.66391100
2019-02-08 16:00:00,BUY,BTCUSD,choprma,116.43,2019-03-04 00:00:00,119.25000000,126.74000000,,20.04829300,846.28000000,115.59238800,141.05409800,165.88867500,115.70827500
2019-03-16 08:00:00,BUY,BTCUSD,choprma,105.10,2019-03-25 08:00:00,140.15000000,133.88000000,,20.16029100,-684.89000000,135.85134800,165.77552900,141.88786000,131.08229500
2019-03-27 16:00:00,BUY,BTCUSD,choprma,100.72,2019-04-24 00:00:00,139.45000000,163.31000000,,21.34581200,2375.74000000,135.17281800,164.94753900,185.74740000,137.17696500
2019-05-03 08:00:00,BUY,BTCUSD,choprma,97.56,2019-05-06 00:00:00,168.29000000,160.06000000,,22.42457500,-831.78000000,163.12824400,199.06074800,171.15093000,159.03405000
2019-05-06 08:00:00,BUY,BTCUSD,choprma,91.37,2019-06-04 00:00:00,170.61000000,245.53000000,,26.61479100,6810.94000000,165.37708500,201.80494500,288.46738800,164.63865000
2019-06-12 16:00:00,BUY,BTCUSD,choprma,85.75,2019-07-02 00:00:00,261.15000000,277.44000000,,32.32769600,1355.25000000,253.14006100,308.89960300,366.57625500,251.51356500
2019-08-05 16:00:00,BUY,BTCUSD,choprma,101.68,2019-08-09 00:00:00,233.54000000,216.65000000,,32.04338500,-1758.61000000,226.37690900,276.24129200,238.93477400,215.11369400
2019-09-14 16:00:00,BUY,BTCUSD,choprma,116.89,2019-09-24 08:00:00,188.13000000,192.66000000,,31.15636700,489.44000000,182.35971500,222.52836500,223.76182200,185.59024500
2019-10-26 00:00:00,BUY,BTCUSD,choprma,121.11,2019-11-15 08:00:00,185.61000000,179.90000000,,30.98625300,-731.36000000,179.91700800,219.54759900,194.92762200,173.63815500
2020-01-05 08:00:00,BUY,BTCUSD,choprma,158.44,2020-02-26 00:00:00,137.26000000,237.93000000,,41.61275400,15897.11000000,133.04998900,162.35711100,288.28717800,134.08929400
2020-04-06 08:00:00,BUY,BTCUSD,choprma,233.33,2020-05-10 00:00:00,161.28000000,190.73000000,,57.49328300,6797.55000000,156.33325300,190.76901400,227.16288000,148.18406400
2020-05-17 08:00:00,BUY,BTCUSD,choprma,212.78,2020-05-21 16:00:00,208.77000000,198.74000000,,60.69732700,-2212.23000000,202.36664900,246.94225600,216.89115300,191.52559800
2020-05-28 08:00:00,BUY,BTCUSD,choprma,197.01,2020-06-15 00:00:00,214.26000000,224.56000000,,60.51739400,1951.43000000,207.68826100,253.43606800,253.59813600,213.18870000
2020-06-22 08:00:00,BUY,BTCUSD,choprma,182.87,2020-06-25 00:00:00,241.49000000,231.31000000,,60.52331700,-1939.45000000,234.08306800,285.64489800,249.02448800,227.33868600
2020-07-06 08:00:00,BUY,BTCUSD,choprma,176.83,2020-07-16 00:00:00,238.79000000,232.63000000,,58.35122200,-1164.27000000,231.46588200,282.45122100,248.67590600,229.81149600
2020-07-21 00:00:00,BUY,BTCUSD,choprma,169.83,2020-08-22 08:00:00,241.77000000,390.31000000,,75.14420500,25130.57000000,234.35448000,285.97609500,445.77552600,241.02051300
2020-08-30 08:00:00,BUY,BTCUSD,choprma,158.75,2020-09-03 16:00:00,416.81000000,381.40000000,,88.70136600,-5735.40000000,404.02568900,493.02103700,488.45963900,371.62779600
2020-10-10 00:00:00,BUY,BTCUSD,choprma,161.23,2020-10-30 00:00:00,374.87000000,378.72000000,,85.04849400,511.37000000,363.37206400,443.41257600,420.37921800,360.84986200
2020-11-04 16:00:00,BUY,BTCUSD,choprma,151.43,2020-12-09 00:00:00,402.49000000,538.34000000,,99.72957900,20443.68000000,390.14490900,476.08271600,635.33046500,395.76841700
2020-12-16 08:00:00,BUY,BTCUSD,choprma,131.21,2020-12-23 16:00:00,620.20000000,585.56000000,,110.74316000,-4687.40000000,601.17735300,733.59959400,675.70790000,550.73760000
2020-12-27 00:00:00,BUY,BTCUSD,choprma,117.97,2021-02-18 16:00:00,650.07000000,1950.21000000,,214.73634900,153107.02000000,630.13118600,768.93113200,1949.62493700,624.39223500
2021-03-08 16:00:00,BUY,BTCUSD,choprma,125.28,2021-03-22 16:00:00,1833.18000000,1680.97000000,,308.17689800,-19465.10000000,1776.95307900,2168.36521200,1942.62084600,1653.52836000
2021-03-29 16:00:00,BUY,BTCUSD,choprma,115.71,2021-04-19 08:00:00,1816.74000000,2095.32000000,,316.86238500,31826.82000000,1761.01732300,2148.91926300,2546.70613200,1766.59797600
2021-04-20 16:00:00,BUY,BTCUSD,choprma,103.87,2021-04-23 00:00:00,2330.03000000,2132.45000000,,324.45058800,-20939.03000000,2258.56379800,2756.06104900,2642.48702300,2113.80321600
2021-04-26 00:00:00,BUY,BTCUSD,choprma,90.24,2021-05-17 08:00:00,2450.00000000,3284.75000000,,362.25790700,74863.16000000,2374.85410300,2897.96679500,4370.55500000,2412.51500000
2021-07-24 16:00:00,BUY,BTCUSD,choprma,135.43,2021-09-08 00:00:00,2184.75000000,3258.22000000,,516.01004800,144719.72000000,2117.73979600,2584.21753300,4025.83882500,2103.91425000
2021-10-02 08:00:00,BUY,BTCUSD,choprma,130.07,2021-11-16 00:00:00,3386.54000000,4312.11000000,,700.93767800,119484.81000000,3282.66874000,4005.74713000,4865.10336400,3266.99513800
2021-11-30 08:00:00,BUY,BTCUSD,choprma,121.34,2021-12-03 16:00:00,4613.85000000,4215.73000000,,749.97922700,-49272.94000000,4472.33493900,5457.46289700,4774.41198000,4028.35243500
2022-02-08 00:00:00,BUY,BTCUSD,choprma,160.87,2022-02-17 16:00:00,3174.11000000,2891.87000000,,683.09243400,-46282.77000000,3076.75434900,3754.47566700,3280.76009600,2826.22754400
2022-03-16 16:00:00,BUY,BTCUSD,choprma,167.42,2022-04-06 16:00:00,2773.81000000,3168.51000000,,696.39385100,65184.32000000,2688.73226900,3280.98337800,3577.93751900,2743.85285200
2022-07-15 00:00:00,BUY,BTCUSD,choprma,436.94,2022-08-19 00:00:00,1211.85000000,1744.63000000,,904.27030300,231632.12000000,1174.68038500,1433.42900400,2028.87927000,1190.15788500
2022-09-09 00:00:00,BUY,BTCUSD,choprma,446.31,2022-09-13 08:00:00,1704.93000000,1594.45000000,,1030.79117800,-50634.05000000,1652.63673700,2016.66552100,1787.44861200,1571.43398100
2022-10-23 16:00:00,BUY,BTCUSD,choprma,520.70,2022-11-08 08:00:00,1364.20000000,1462.48000000,,1030.30589300,49850.18000000,1322.35753700,1613.63522500,1678.78452000,1323.00116000
2022-11-30 16:00:00,BUY,BTCUSD,choprma,587.23,2022-12-07 00:00:00,1294.46000000,1224.63000000,,1035.50635500,-42337.90000000,1254.75658800,1531.14371300,1307.79293800,1217.82796800
2022-12-13 08:00:00,BUY,BTCUSD,choprma,542.27,2022-12-16 08:00:00,1323.78000000,1203.63000000,,959.38322700,-66387.66000000,1283.17729100,1565.82468700,1351.57938000,1193.78480400
2018-01-02 01:30:00,BUY,BTCUSD,chop100,11.65,2018-01-05 06:00:00,857.94000000,1038.11000000,,15.45605000,2078.26000000,845.90184900,908.61726300,1037.33525400,809.20900800
2018-04-09 06:00:00,BUY,BTCUSD,chop100,28.98,2018-04-09 19:30:00,416.44000000,391.00000000,,16.37831500,-758.25000000,410.59673900,441.03850300,431.59841600,386.70618400
2018-04-13 07:30:00,BUY,BTCUSD,chop100,21.64,2018-04-22 10:30:00,522.63000000,632.39000000,,17.49640500,2352.73000000,515.29673800,553.50099100,631.91193300,482.54427900
2018-05-03 01:30:00,BUY,BTCUSD,chop100,19.30,2018-05-06 10:30:00,707.89000000,774.07000000,,20.01858200,1251.36000000,697.95726900,749.70402800,839.34517300,706.75737600
2018-07-07 22:30:00,BUY,BTCUSD,chop100,30.71,2018-07-09 16:30:00,485.57000000,476.14000000,,20.67226400,-316.15000000,478.75674400,514.25191100,495.52418500,472.55672400
2018-07-16 09:00:00,BUY,BTCUSD,chop100,31.21,2018-07-18 19:30:00,467.65000000,473.69000000,,20.56466400,162.06000000,461.08818700,495.27340200,515.06971000,464.28292000
2018-09-01 13:30:00,BUY,BTCUSD,chop100,50.18,2018-09-03 06:00:00,294.05000000,289.21000000,,20.48938700,-269.24000000,289.92404900,311.41910400,301.72470500,287.25744500
2018-09-14 01:30:00,BUY,BTCUSD,chop100,65.97,2018-09-17 15:00:00,219.62000000,206.80000000,,19.69084300,-871.02000000,216.53841100,232.59263300,227.21885200,202.40179200
2018-09-20 22:30:00,BUY,BTCUSD,chop100,60.79,2018-09-24 07:30:00,224.00000000,233.68000000,,19.47642600,563.43000000,220.85695300,237.23135300,254.93440000,220.46080000
2018-10-15 04:30:00,BUY,BTCUSD,chop100,64.38,2018-10-18 16:30:00,220.27000000,206.05000000,,19.21179100,-940.15000000,217.17929000,233.28102700,238.79470700,204.85110000
2018-11-04 15:00:00,BUY,BTCUSD,chop100,64.22,2018-11-08 15:00:00,206.18000000,214.23000000,,18.89946400,492.68000000,203.28699300,218.35875100,224.61249200,205.08724600
2018-12-17 12:00:00,BUY,BTCUSD,chop100,152.71,2018-12-20 09:00:00,89.93000000,108.82000000,,21.24601500,2857.41000000,88.66815100,95.24203400,108.74335600,89.05767900
2019-02-08 15:00:00,BUY,BTCUSD,chop100,147.73,2019-02-14 22:30:00,112.29000000,120.42000000,,24.06420400,1170.08000000,110.71440700,118.92280600,126.39362400,108.89884200
2019-02-17 09:00:00,BUY,BTCUSD,chop100,138.25,2019-02-23 16:30:00,128.44000000,155.42000000,,27.47116700,3694.75000000,126.63779900,136.02676300,155.30964800,124.24001200
2019-03-05 15:00:00,BUY,BTCUSD,chop100,157.05,2019-03-08 21:00:00,136.57000000,131.72000000,,29.49491200,-799.63000000,134.65372300,144.63699000,140.16179100,130.49263500
2019-03-15 15:00:00,BUY,BTCUSD,chop100,150.84,2019-03-18 04:30:00,136.90000000,136.83000000,,28.90225800,-47.72000000,134.97909300,144.98648300,144.34736000,135.24351000
2019-03-27 04:30:00,BUY,BTCUSD,chop100,149.44,2019-04-03 00:00:00,137.86000000,166.82000000,,31.87239200,4286.86000000,135.92562300,146.00318900,166.70031200,136.70197600
2019-04-18 00:00:00,BUY,BTCUSD,chop100,145.70,2019-04-21 07:30:00,170.80000000,169.90000000,,34.74732500,-175.80000000,168.40342700,180.88890700,176.81216000,167.45232000
2019-05-03 12:00:00,BUY,BTCUSD,chop100,146.27,2019-05-04 12:00:00,168.93000000,162.06000000,,33.88978100,-1048.45000000,166.55966500,178.90844800,171.14298300,160.63553700
2019-05-06 15:00:00,BUY,BTCUSD,chop100,133.30,2019-05-07 22:30:00,177.51000000,169.18000000,,32.34942500,-1151.97000000,175.01927500,187.99525600,182.60453700,167.72919900
2019-05-11 09:00:00,BUY,BTCUSD,chop100,117.69,2019-05-15 12:00:00,191.28000000,231.45000000,,34.82458200,4682.67000000,188.59606200,202.57863000,231.27664800,180.83611200
2019-05-26 21:00:00,BUY,BTCUSD,chop100,102.65,2019-05-29 04:30:00,264.88000000,261.80000000,,37.84392800,-364.81000000,261.16334700,280.52607500,279.34244800,259.76781600
2019-06-12 15:00:00,BUY,BTCUSD,chop100,104.04,2019-06-18 06:00:00,257.83000000,265.85000000,,38.13904400,785.38000000,254.21226800,273.05964100,276.83207100,251.51316500
2019-06-21 00:00:00,BUY,BTCUSD,chop100,98.95,2019-06-26 04:30:00,279.04000000,337.64000000,,42.71222500,5743.27000000,275.12466100,295.52248500,337.38726400,277.72851200
2019-07-07 16:30:00,BUY,BTCUSD,chop100,109.15,2019-07-10 13:30:00,305.52000000,293.01000000,,45.73097800,-1424.27000000,301.23310800,323.56662000,317.92411200,292.71871200
2019-09-07 18:00:00,BUY,BTCUSD,chop100,178.11,2019-09-10 19:30:00,179.24000000,178.33000000,,44.58118000,-219.40000000,176.72500100,189.82744500,185.22661600,175.85236400
2019-09-14 13:30:00,BUY,BTCUSD,chop100,171.14,2019-09-19 03:00:00,185.26000000,203.23000000,,46.54054300,3015.56000000,182.66053200,196.20303800,217.10619400,183.66676400
2019-10-07 16:30:00,BUY,BTCUSD,chop100,191.42,2019-10-11 07:30:00,181.37000000,185.93000000,,49.21676800,809.61000000,178.82511400,192.08326100,196.47812100,176.83575000
2019-10-25 15:00:00,BUY,BTCUSD,chop100,199.70,2019-10-30 15:00:00,177.90000000,181.05000000,,50.17852500,564.55000000,175.40380300,188.40829300,197.57574000,173.64819000
2019-11-05 13:30:00,BUY,BTCUSD,chop100,190.38,2019-11-07 09:00:00,189.58000000,186.22000000,,50.08007400,-704.05000000,186.91991600,200.77821400,194.92615600,184.95424800
2019-11-10 15:00:00,BUY,BTCUSD,chop100,185.56,2019-11-11 16:30:00,190.71000000,185.73000000,,48.89620200,-986.95000000,188.03406000,201.97496100,190.71000000,184.74077700
2019-12-26 18:00:00,BUY,BTCUSD,chop100,261.89,2019-12-26 21:00:00,131.36000000,125.17000000,,47.02781300,-1681.56000000,129.51682700,139.11924300,132.14816000,124.63436800
2019-12-29 15:00:00,BUY,BTCUSD,chop100,246.40,2019-12-31 15:00:00,132.80000000,130.16000000,,45.35515700,-708.81000000,130.93662200,140.64430200,137.95264000,128.77616000
2020-01-11 00:00:00,BUY,BTCUSD,chop100,220.68,2020-01-18 13:30:00,145.07000000,175.54000000,,49.52590000,6660.36000000,143.03445600,153.63907300,175.40413700,141.63184100
2020-01-27 00:00:00,BUY,BTCUSD,chop100,228.28,2020-02-04 09:00:00,169.39000000,185.17000000,,56.65674900,3529.38000000,167.01321100,179.39562000,195.03564600,165.07055500
2020-02-05 18:00:00,BUY,BTCUSD,chop100,207.11,2020-02-10 09:00:00,203.73000000,218.90000000,,61.27115600,3063.06000000,200.87137100,215.76403400,230.45937600,200.83703400
2020-02-12 06:00:00,BUY,BTCUSD,chop100,179.75,2020-02-15 16:30:00,251.76000000,262.84000000,,64.75044600,1908.41000000,248.22743900,266.63109500,288.18967200,249.01581600
2020-03-19 15:00:00,BUY,BTCUSD,chop100,342.77,2020-03-20 19:30:00,137.59000000,125.35000000,,63.08884300,-4276.57000000,135.65941100,145.71724000,152.42220200,116.62128400
2020-04-02 16:30:00,BUY,BTCUSD,chop100,294.95,2020-04-07 00:00:00,145.41000000,175.95000000,,66.34925500,8922.42000000,143.36968500,153.99915600,175.81523100,137.13617100
2020-04-16 06:00:00,BUY,BTCUSD,chop100,313.27,2020-04-20 10:30:00,165.36000000,175.78000000,,74.80901400,3168.12000000,163.03975800,175.12757400,189.38680800,163.17724800
2020-04-29 15:00:00,BUY,BTCUSD,chop100,258.70,2020-05-03 13:30:00,212.48000000,207.75000000,,76.09883300,-1321.48000000,209.49859500,225.03088300,227.09862400,201.81350400
2020-05-28 13:30:00,BUY,BTCUSD,chop100,252.83,2020-06-02 13:30:00,212.19000000,234.33000000,,79.02530600,5496.03000000,209.21266400,224.72375300,253.60948800,211.63830600
2020-06-22 01:30:00,BUY,BTCUSD,chop100,253.07,2020-06-24 10:30:00,233.69000000,238.06000000,,83.56862100,998.45000000,230.41098800,247.49372700,249.02006400,233.43294100
2020-07-06 06:00:00,BUY,BTCUSD,chop100,258.52,2020-07-09 15:00:00,232.62000000,240.64000000,,85.64239300,1963.20000000,229.35600200,246.36052400,248.67078000,231.87561600
2020-07-21 07:30:00,BUY,BTCUSD,chop100,257.17,2020-07-25 16:30:00,241.47000000,292.18000000,,96.06572000,12917.39000000,238.08182300,255.73328000,291.96137700,241.25267700
2020-08-01 18:00:00,BUY,BTCUSD,chop100,193.63,2020-08-07 13:30:00,387.36000000,384.91000000,,104.67311300,-608.97000000,381.92477300,410.24078900,415.48233600,324.64641600
2020-08-13 19:30:00,BUY,BTCUSD,chop100,181.51,2020-08-16 10:30:00,409.88000000,417.86000000,,105.16726400,1313.19000000,404.12878500,434.09101300,444.35090800,409.42913200
2020-08-30 16:30:00,BUY,BTCUSD,chop100,178.61,2020-09-02 10:30:00,423.88000000,441.88000000,,108.24058800,3075.73000000,417.93234400,448.91797200,488.47931200,417.64896400
2020-09-17 00:00:00,BUY,BTCUSD,chop100,205.44,2020-09-18 16:30:00,383.48000000,376.92000000,,109.34899500,-1488.25000000,378.09921500,406.13160300,393.79561200,374.27648000
2020-10-09 10:30:00,BUY,BTCUSD,chop100,215.29,2020-10-12 10:30:00,359.02000000,366.34000000,,109.31382700,1435.38000000,353.98242500,380.22678700,378.08396200,357.87113600
2020-10-21 13:30:00,BUY,BTCUSD,chop100,202.59,2020-10-26 15:00:00,388.60000000,393.33000000,,110.88915300,815.69000000,383.14737400,411.55403400,420.38748000,385.68550000
2020-11-02 00:00:00,BUY,BTCUSD,chop100,197.92,2020-11-02 07:30:00,401.89000000,384.33000000,,108.92650400,-3615.54000000,396.25089600,425.62905500,403.49756000,383.48343800
2020-11-04 15:00:00,BUY,BTCUSD,chop100,191.07,2020-11-07 18:00:00,397.40000000,429.35000000,,110.57536500,5962.43000000,391.82389800,420.87383800,467.93850000,395.01560000
2020-11-17 15:00:00,BUY,BTCUSD,chop100,171.67,2020-11-19 09:00:00,477.00000000,467.36000000,,113.48359000,-1800.82000000,470.30699300,505.17569300,494.88750000,456.15510000
2020-11-20 07:30:00,BUY,BTCUSD,chop100,159.73,2020-11-23 21:00:00,501.41000000,606.71000000,,123.89651500,16659.80000000,494.37448500,531.02755600,606.25483100,491.78292800
2020-12-13 15:00:00,BUY,BTCUSD,chop100,162.88,2020-12-20 21:00:00,593.89000000,633.88000000,,139.98533800,6333.59000000,585.55685600,628.97021500,675.72804200,575.06368700
2021-01-03 06:00:00,BUY,BTCUSD,chop100,128.26,2021-01-03 15:00:00,803.51000000,972.25000000,,159.43513800,21438.13000000,792.23558100,850.97216200,971.52394100,790.81454200
2021-01-03 19:30:00,BUY,BTCUSD,chop100,131.53,2021-01-04 06:00:00,946.37000000,1145.11000000,,192.56992600,25893.40000000,933.09104700,1002.27069400,1144.25596700,935.58138200
2021-02-02 07:30:00,BUY,BTCUSD,chop100,103.60,2021-02-05 15:00:00,1451.29000000,1756.07000000,,232.59146100,31275.31000000,1430.92628100,1537.01558000,1754.75473900,1406.73539700
2021-02-18 00:00:00,BUY,BTCUSD,chop100,95.75,2021-02-20 22:30:00,1896.60000000,1913.00000000,,255.33470700,1241.99000000,1869.98793200,2008.62939200,2040.55194000,1801.39068000
2021-03-13 16:30:00,BUY,BTCUSD,chop100,95.55,2021-03-15 04:30:00,1913.51000000,1841.30000000,,251.14283200,-7222.63000000,1886.66066000,2026.53824100,1942.59535200,1834.29068600
2021-04-10 03:00:00,BUY,BTCUSD,chop100,80.73,2021-04-17 12:00:00,2175.47000000,2390.94000000,,258.04632200,17062.71000000,2144.94497800,2303.97183500,2546.38763500,2081.48969600
2021-06-28 06:00:00,BUY,BTCUSD,chop100,95.33,2021-07-01 13:30:00,2020.99000000,2093.67000000,,274.58660900,6575.83000000,1992.63255800,2140.36692700,2285.94178900,1974.10303200
2021-07-21 15:00:00,BUY,BTCUSD,chop100,100.79,2021-07-26 18:00:00,1976.85000000,2391.99000000,,308.22253600,41444.02000000,1949.11190700,2093.61964200,2390.20933500,1929.60328500
2021-08-04 21:00:00,BUY,BTCUSD,chop100,87.30,2021-08-09 00:00:00,2756.39000000,2925.37000000,,347.23064900,14306.29000000,2717.71382200,2919.20593100,3187.48939600,2527.33399100
2021-08-20 15:00:00,BUY,BTCUSD,chop100,77.32,2021-08-22 13:30:00,3297.21000000,3166.53000000,,349.84165400,-10553.92000000,3250.94532800,3491.97137900,3306.11246700,3160.04606400
2021-08-30 19:30:00,BUY,BTCUSD,chop100,73.18,2021-09-07 07:30:00,3339.47000000,3755.73000000,,363.47659500,29996.08000000,3292.61235800,3536.72761500,4024.72924400,3185.85438000
2021-10-01 09:00:00,BUY,BTCUSD,chop100,86.90,2021-10-06 09:00:00,3157.22000000,3373.13000000,,397.24301900,18251.92000000,3112.91959200,3343.71237400,3542.08511800,3147.11689600
2021-10-14 10:30:00,BUY,BTCUSD,chop100,78.32,2021-10-17 18:00:00,3735.75000000,3787.14000000,,412.45598500,3494.77000000,3683.33197100,3956.41529600,3967.74007500,3716.69767500
2021-10-20 13:30:00,BUY,BTCUSD,chop100,73.13,2021-10-22 15:00:00,4048.63000000,3973.09000000,,410.65952200,-6052.50000000,3991.82180700,4287.77666000,4371.30581100,3884.25562200
2021-10-28 22:30:00,BUY,BTCUSD,chop100,67.67,2021-10-31 09:00:00,4286.02000000,4257.98000000,,404.73269800,-2417.89000000,4225.88087900,4539.18894100,4456.60359600,4218.30088400
2021-11-25 12:00:00,BUY,BTCUSD,chop100,64.41,2021-11-26 07:30:00,4465.47000000,4099.94000000,,386.19823400,-24040.91000000,4402.81293300,4729.23879000,4547.18810100,3997.04219700
2021-11-30 13:30:00,BUY,BTCUSD,chop100,56.15,2021-12-02 12:00:00,4694.56000000,4481.82000000,,360.68982000,-12409.50000000,4628.68846600,4971.86080200,4774.36752000,4446.68723200
2022-02-04 07:30:00,BUY,BTCUSD,chop100,88.62,2022-02-10 19:30:00,2834.76000000,3111.59000000,,368.86671900,24057.81000000,2794.98417700,3002.20513300,3281.23470000,2759.92233600
2022-03-16 01:30:00,BUY,BTCUSD,chop100,102.28,2022-03-20 16:30:00,2691.14000000,2826.57000000,,395.04133000,13343.71000000,2653.37937500,2850.10170900,2985.28160200,2603.40883600
2022-04-19 13:30:00,BUY,BTCUSD,chop100,92.69,2022-04-21 16:30:00,3113.35000000,3065.92000000,,400.93217100,-4911.80000000,3069.66515200,3297.25103700,3177.17367500,3033.64824000
