Trade #,Type,Signal,Date/Time,Price USDT,Contracts,Profit USDT,Profit %,Cum. Profit USDT,Cum. Profit %,Run-up USDT,Run-up %,Drawdown USDT,Drawdown %
86,Entry Long,long,2019-09-14 13:40,183.36,147.3184,905.14,3.35,17941.77,3.35,1727.30,6.39,25.78,0.1
85,Exit Long,Close entry(s) order long,2019-09-09 02:40,178.31,151.7636,-0.10,0,17036.63,0,915.11,3.39,306.59,1.14
85,Entry Long,long,2019-09-07 16:20,177.99,151.7636,-0.10,0,17036.63,0,915.11,3.39,306.59,1.14
84,Exit Long,Close entry(s) order long,2019-09-04 01:40,177.31,152.6201,-859.85,-3.09,17036.73,-3.08,0,0,899.60,3.23
84,Entry Long,long,2019-09-03 14:20,182.62,152.6201,-859.85,-3.09,17036.73,-3.08,0,0,899.60,3.23
83,Exit Long,Close entry(s) order long,2019-09-03 09:40,175.66,158.9531,228.16,0.83,17896.58,0.82,1102.10,3.99,1026.28,3.71
83,Entry Long,long,2019-08-31 21:40,173.91,158.9531,228.16,0.83,17896.58,0.82,1102.10,3.99,1026.28,3.71
82,Exit Long,Close entry(s) order long,2019-08-26 16:00,188.02,147.2893,-623.32,-2.21,17668.42,-2.2,238.21,0.84,652.89,2.31
82,Entry Long,long,2019-08-26 00:00,191.91,147.2893,-623.32,-2.21,17668.42,-2.2,238.21,0.84,652.89,2.31
81,Exit Long,Close entry(s) order long,2019-08-23 11:00,188.87,149.9297,-642.23,-2.22,18291.74,-2.22,323.32,1.12,723.19,2.5
81,Entry Long,long,2019-08-22 15:00,192.81,149.9297,-642.23,-2.22,18291.74,-2.22,323.32,1.12,723.19,2.5
80,Exit Long,Close entry(s) order long,2019-08-06 01:00,229.28,126.3085,657.10,2.33,18933.97,2.32,1563.53,5.53,136.58,0.48
80,Entry Long,long,2019-08-05 00:00,223.67,126.3085,657.10,2.33,18933.97,2.32,1563.53,5.53,136.58,0.48
79,Exit Long,Close entry(s) order long,2019-08-04 03:20,219.26,129.0811,-500.55,-1.74,18276.87,-1.74,202.60,0.7,573.18,1.99
79,Entry Long,long,2019-08-03 02:00,222.74,129.0811,-500.55,-1.74,18276.87,-1.74,202.60,0.7,573.18,1.99
78,Exit Long,Close entry(s) order long,2019-08-02 16:20,216.46,133.0654,-744.41,-2.52,18777.42,-2.52,0,0,839.58,2.85
78,Entry Long,long,2019-08-02 07:00,221.66,133.0654,-744.41,-2.52,18777.42,-2.52,0,0,839.58,2.85
77,Exit Long,Close entry(s) order long,2019-07-25 20:00,217.97,135.5618,196.47,0.67,19521.83,0.67,1192.33,4.07,1105.44,3.77
77,Entry Long,long,2019-07-24 15:40,216.13,135.5618,196.47,0.67,19521.83,0.67,1192.33,4.07,1105.44,3.77
76,Exit Long,Close entry(s) order long,2019-07-09 10:00,307.84,95.3474,1291.82,4.61,19325.36,4.61,2305.08,8.23,416.13,1.49
76,Entry Long,long,2019-07-07 11:20,293.75,95.3474,1291.82,4.61,19325.36,4.61,2305.08,8.23,416.13,1.49
75,Exit Long,Close entry(s) order long,2019-06-26 21:00,330.13,84.9931,-285.30,-1.01,18033.54,-1.01,2856.65,10.1,1000.33,3.54
75,Entry Long,long,2019-06-26 03:20,332.89,84.9931,-285.30,-1.01,18033.54,-1.01,2856.65,10.1,1000.33,3.54
74,Exit Long,XL STP,2019-06-22 09:40,310.77,91.2068,3433.48,13.81,18318.83,13.8,3458.99,13.91,245.83,0.99
74,Entry Long,long,2019-06-20 20:20,272.60,91.2068,3433.48,13.81,18318.83,13.8,3458.99,13.91,245.83,0.99
73,Exit Long,Close entry(s) order long,2019-06-13 22:40,255.19,97.6048,-54.60,-0.22,14885.36,-0.22,728.16,2.92,328.90,1.32
73,Entry Long,long,2019-06-12 16:00,255.29,97.6048,-54.60,-0.22,14885.36,-0.22,728.16,2.92,328.90,1.32
72,Exit Long,Close entry(s) order long,2019-06-11 10:00,240.66,103.7248,-72.96,-0.29,14939.96,-0.29,690.10,2.76,144.89,0.58
72,Entry Long,long,2019-06-10 11:20,240.93,103.7248,-72.96,-0.29,14939.96,-0.29,690.10,2.76,144.89,0.58
71,Exit Long,Close entry(s) order long,2019-06-03 06:20,262.67,95.3114,-1194.60,-4.56,15012.92,-4.56,0,0,1361.74,5.2
71,Entry Long,long,2019-06-01 00:40,274.72,95.3114,-1194.60,-4.56,15012.92,-4.56,0,0,1361.74,5.2
70,Exit Long,Close entry(s) order long,2019-05-30 16:00,276.85,94.7485,-534.66,-2,16207.52,-2,604.14,2.26,781.09,2.92
70,Entry Long,long,2019-05-30 03:40,281.99,94.7485,-534.66,-2,16207.52,-2,604.14,2.26,781.09,2.92
69,Exit Long,Close entry(s) order long,2019-05-29 05:20,262.55,101.9473,626.30,2.4,16742.18,2.4,2387.57,9.15,297.72,1.14
69,Entry Long,long,2019-05-26 19:20,255.94,101.9473,626.30,2.4,16742.18,2.4,2387.57,9.15,297.72,1.14
68,Exit Long,Close entry(s) order long,2019-05-13 23:00,193.55,135.0524,-1086.54,-4,16115.89,-3.99,735.88,2.71,1377.69,5.07
68,Entry Long,long,2019-05-13 15:20,201.24,135.0524,-1086.54,-4,16115.89,-3.99,735.88,2.71,1377.69,5.07
67,Exit Long,Close entry(s) order long,2019-05-11 23:40,190.20,143.1489,784.87,2.97,17202.42,2.97,2960.90,11.22,78.15,0.3
67,Entry Long,long,2019-05-11 08:20,184.38,143.1489,784.87,2.97,17202.42,2.97,2960.90,11.22,78.15,0.3
66,Exit Long,Close entry(s) order long,2019-05-07 14:00,173.67,152.2505,1261.41,5.02,16417.56,5.01,2669.17,10.62,217.50,0.87
66,Entry Long,long,2019-05-06 11:40,165.08,152.2505,1261.41,5.02,16417.56,5.01,2669.17,10.62,217.50,0.87
65,Exit Long,Close entry(s) order long,2019-05-04 04:00,165.29,152.331,-235.91,-0.93,15156.14,-0.93,702.26,2.77,898.74,3.54
65,Entry Long,long,2019-05-03 09:00,166.54,152.331,-235.91,-0.93,15156.14,-0.93,702.26,2.77,898.74,3.54
64,Exit Long,Close entry(s) order long,2019-05-01 19:00,158.99,159.8523,-604.13,-2.33,15392.05,-2.32,200.42,0.77,681.97,2.63
64,Entry Long,long,2019-04-30 22:00,162.48,159.8523,-604.13,-2.33,15392.05,-2.32,200.42,0.77,681.97,2.63
63,Exit Long,Close entry(s) order long,2019-04-23 19:20,171.83,151.4264,-480.30,-1.82,15996.18,-1.81,148.82,0.56,546.23,2.06
63,Entry Long,long,2019-04-23 07:20,174.69,151.4264,-480.30,-1.82,15996.18,-1.81,148.82,0.56,546.23,2.06
62,Exit Long,Close entry(s) order long,2019-04-19 01:40,169.50,156.3441,592.32,2.29,16476.49,2.29,1507.33,5.83,320.33,1.24
62,Entry Long,long,2019-04-16 17:20,165.41,156.3441,592.32,2.29,16476.49,2.29,1507.33,5.83,320.33,1.24
61,Exit Long,Close entry(s) order long,2019-04-08 11:40,171.10,151.4171,-458.86,-1.74,15884.16,-1.74,1800.89,6.84,541.53,2.06
61,Entry Long,long,2019-04-07 20:00,173.82,151.4171,-458.86,-1.74,15884.16,-1.74,1800.89,6.84,541.53,2.06
60,Exit Long,XL STP,2019-04-02 23:20,165.48,159.3349,3194.73,13.81,16343.02,13.8,3218.46,13.92,204.05,0.88
60,Entry Long,long,2019-04-02 04:20,145.15,159.3349,3194.73,13.81,16343.02,13.8,3218.46,13.92,204.05,0.88
59,Exit Long,Close entry(s) order long,2019-03-30 16:20,140.60,164.7876,769.78,3.44,13148.29,3.44,1662.36,7.44,92.63,0.41
59,Entry Long,long,2019-03-27 00:40,135.68,164.7876,769.78,3.44,13148.29,3.44,1662.36,7.44,92.63,0.41
58,Exit Long,Close entry(s) order long,2019-03-17 00:00,138.70,161.49,730.68,3.38,12378.51,3.38,1682.64,7.78,893.13,4.13
58,Entry Long,long,2019-03-14 14:00,133.93,161.49,730.68,3.38,12378.51,3.38,1682.64,7.78,893.13,4.13
57,Exit Long,Close entry(s) order long,2019-03-07 10:00,135.71,159.659,563.45,2.67,11647.83,2.67,1314.19,6.24,76.44,0.36
57,Entry Long,long,2019-03-05 13:00,131.94,159.659,563.45,2.67,11647.83,2.67,1314.19,6.24,76.44,0.36
56,Exit Long,Close entry(s) order long,2019-02-24 14:00,141.27,149.3831,-1785.85,-7.82,11084.37,-7.81,1927.39,8.44,2404.72,10.52
56,Entry Long,long,2019-02-23 16:40,152.96,149.3831,-1785.85,-7.82,11084.37,-7.81,1927.39,8.44,2404.72,10.52
55,Exit Long,XL STP,2019-02-18 12:40,143.72,159.2737,2772.51,13.81,12870.22,13.8,2793.11,13.91,292.02,1.45
55,Entry Long,long,2019-02-17 10:00,126.07,159.2737,2772.51,13.81,12870.22,13.8,2793.11,13.91,292.02,1.45
54,Exit Long,XL STP,2019-02-10 23:20,123.89,162.3683,2437.26,13.81,10097.71,13.8,2455.37,13.92,186.37,1.06
54,Entry Long,long,2019-02-08 09:00,108.67,162.3683,2437.26,13.81,10097.71,13.8,2455.37,13.92,186.37,1.06
53,Exit Long,Close entry(s) order long,2019-02-03 08:00,108.05,163.5942,-238.13,-1.33,7660.45,-1.33,284.92,1.59,266.39,1.49
53,Entry Long,long,2019-02-02 23:20,109.31,163.5942,-238.13,-1.33,7660.45,-1.33,284.92,1.59,266.39,1.49
52,Exit Long,Close entry(s) order long,2019-01-20 11:20,119.45,149.9765,-826.34,-4.42,7898.58,-4.41,13.16,0.07,952.69,5.09
52,Entry Long,long,2019-01-19 10:00,124.74,149.9765,-826.34,-4.42,7898.58,-4.41,13.16,0.07,952.69,5.09
51,Exit Long,Close entry(s) order long,2019-01-15 09:20,124.16,150.9486,-505.12,-2.63,8724.92,-2.63,400.84,2.09,648.26,3.37
51,Entry Long,long,2019-01-14 15:40,127.28,150.9486,-505.12,-2.63,8724.92,-2.63,400.84,2.09,648.26,3.37
50,Exit Long,Close entry(s) order long,2019-01-06 01:40,149.59,128.6674,-1188.54,-5.83,9230.03,-5.82,72.99,0.36,1245.85,6.11
50,Entry Long,long,2019-01-05 00:20,158.55,128.6674,-1188.54,-5.83,9230.03,-5.82,72.99,0.36,1245.85,6.11
49,Exit Long,Close entry(s) order long,2019-01-03 09:20,147.15,138.8852,-432.97,-2.08,10418.58,-2.08,727.06,3.49,602.07,2.89
49,Entry Long,long,2019-01-02 13:00,150.00,138.8852,-432.97,-2.08,10418.58,-2.08,727.06,3.49,602.07,2.89
48,Exit Long,XL STP,2018-12-29 23:40,144.35,144.5814,2528.17,13.81,10851.54,13.8,2546.95,13.91,16.48,0.09
48,Entry Long,long,2018-12-28 15:40,126.62,144.5814,2528.17,13.81,10851.54,13.8,2546.95,13.91,16.48,0.09
47,Exit Long,XL STP,2018-12-24 00:00,136.42,134.4368,2222.18,13.81,8323.37,13.8,2238.68,13.92,171.77,1.07
47,Entry Long,long,2018-12-23 00:20,119.66,134.4368,2222.18,13.81,8323.37,13.8,2238.68,13.92,171.77,1.07
46,Exit Long,XL STP,2018-12-18 23:20,101.24,159.1831,1953.01,13.82,6101.20,13.8,1967.52,13.92,19.09,0.14
46,Entry Long,long,2018-12-17 12:00,88.80,159.1831,1953.01,13.82,6101.20,13.8,1967.52,13.92,19.09,0.14
45,Exit Long,Close entry(s) order long,2018-12-16 21:40,84.79,167.0117,-199.34,-1.39,4148.19,-1.39,289.39,2.02,216.66,1.51
45,Entry Long,long,2018-12-16 02:00,85.83,167.0117,-199.34,-1.39,4148.19,-1.39,289.39,2.02,216.66,1.51
44,Exit Long,Close entry(s) order long,2018-12-08 09:00,88.69,161.9173,-853.99,-5.62,4347.52,-5.62,666.38,4.39,943.07,6.21
44,Entry Long,long,2018-12-07 19:00,93.80,161.9173,-853.99,-5.62,4347.52,-5.62,666.38,4.39,943.07,6.21
43,Exit Long,Close entry(s) order long,2018-11-13 18:40,209.84,72.5086,-266.16,-1.72,5201.51,-1.72,34.67,0.22,293.79,1.9
43,Entry Long,long,2018-11-13 16:40,213.13,72.5086,-266.16,-1.72,5201.51,-1.72,34.67,0.22,293.79,1.9
42,Exit Long,Close entry(s) order long,2018-11-07 15:20,217.69,71.1176,70.36,0.46,5467.67,0.46,589.94,3.83,288.36,1.87
42,Entry Long,long,2018-11-06 09:40,216.31,71.1176,70.36,0.46,5467.67,0.46,589.94,3.83,288.36,1.87
41,Exit Long,Close entry(s) order long,2018-11-05 17:40,208.23,74.0103,430.06,2.88,5397.31,2.87,1223.25,8.18,157.78,1.06
41,Entry Long,long,2018-11-04 06:00,202.05,74.0103,430.06,2.88,5397.31,2.87,1223.25,8.18,157.78,1.06
40,Exit Long,Close entry(s) order long,2018-11-03 09:20,199.84,74.9636,9.05,0.06,4967.25,0.06,314.89,2.11,147.64,0.99
40,Entry Long,long,2018-10-31 15:40,199.36,74.9636,9.05,0.06,4967.25,0.06,314.89,2.11,147.64,0.99
39,Exit Long,Close entry(s) order long,2018-10-26 14:00,203.97,73.4013,-315.68,-2.07,4958.20,-2.07,33.24,0.22,336.70,2.21
39,Entry Long,long,2018-10-26 08:40,207.90,73.4013,-315.68,-2.07,4958.20,-2.07,33.24,0.22,336.70,2.21
38,Exit Long,XL STP,2018-10-15 06:40,237.75,64.3013,1851.77,13.81,5273.88,13.8,1865.53,13.91,17.86,0.13
38,Entry Long,long,2018-10-15 05:20,208.55,64.3013,1851.77,13.81,5273.88,13.8,1865.53,13.91,17.86,0.13
37,Exit Long,Close entry(s) order long,2018-10-09 11:20,227.55,59.0384,-92.14,-0.68,3422.11,-0.68,224.00,1.66,94.22,0.7
37,Entry Long,long,2018-10-08 12:00,228.70,59.0384,-92.14,-0.68,3422.11,-0.68,224.00,1.66,94.22,0.7
36,Exit Long,Close entry(s) order long,2018-10-06 11:20,225.42,60.0053,-334.25,-2.42,3514.24,-2.41,1.35,0.01,391.69,2.83
36,Entry Long,long,2018-10-05 22:00,230.58,60.0053,-334.25,-2.42,3514.24,-2.41,1.35,0.01,391.69,2.83
35,Exit Long,Close entry(s) order long,2018-10-04 21:00,220.79,62.7789,-308.97,-2.18,3848.50,-2.18,103.41,0.73,297.12,2.1
35,Entry Long,long,2018-10-04 01:00,225.31,62.7789,-308.97,-2.18,3848.50,-2.18,103.41,0.73,297.12,2.1
34,Exit Long,Close entry(s) order long,2018-09-30 20:00,229.14,61.8408,82.81,0.59,4157.46,0.59,705.32,5.02,17.60,0.13
34,Entry Long,long,2018-09-29 08:40,227.39,61.8408,82.81,0.59,4157.46,0.59,705.32,5.02,17.60,0.13
33,Exit Long,Close entry(s) order long,2018-09-28 19:00,219.57,64.1587,-605.23,-4.13,4074.65,-4.12,360.20,2.46,600.89,4.1
33,Entry Long,long,2018-09-27 19:40,228.60,64.1587,-605.23,-4.13,4074.65,-4.12,360.20,2.46,600.89,4.1
32,Exit Long,XL STP,2018-09-22 00:00,253.08,58.0571,1779.59,13.81,4679.88,13.79,1792.81,13.91,120.75,0.94
32,Entry Long,long,2018-09-20 22:40,222.00,58.0571,1779.59,13.81,4679.88,13.79,1792.81,13.91,120.75,0.94
31,Exit Long,Close entry(s) order long,2018-09-19 11:40,205.36,62.8745,-80.51,-0.62,2900.29,-0.62,566.77,4.37,146.85,1.13
31,Entry Long,long,2018-09-18 12:20,206.27,62.8745,-80.51,-0.62,2900.29,-0.62,566.77,4.37,146.85,1.13
30,Exit Long,Close entry(s) order long,2018-09-14 08:40,204.41,63.5609,-61.56,-0.47,2980.80,-0.47,1208.01,9.27,323.18,2.48
30,Entry Long,long,2018-09-13 13:20,205.01,63.5609,-61.56,-0.47,2980.80,-0.47,1208.01,9.27,323.18,2.48
29,Exit Long,Close entry(s) order long,2018-09-02 01:20,291.77,44.741,121.15,0.94,3042.36,0.94,590.60,4.57,212.95,1.65
29,Entry Long,long,2018-09-01 03:20,288.54,44.741,121.15,0.94,3042.36,0.94,590.60,4.57,212.95,1.65
28,Exit Long,Close entry(s) order long,2018-08-31 12:20,277.98,46.5243,-329.22,-2.49,2921.21,-2.48,102.07,0.77,358.52,2.71
28,Entry Long,long,2018-08-30 20:20,284.55,46.5243,-329.22,-2.49,2921.21,-2.48,102.07,0.77,358.52,2.71
27,Exit Long,Close entry(s) order long,2018-08-29 15:00,289.57,45.8002,474.88,3.72,3250.43,3.72,872.91,6.84,224.00,1.75
27,Entry Long,long,2018-08-27 04:20,278.69,45.8002,474.88,3.72,3250.43,3.72,872.91,6.84,224.00,1.75
26,Exit Long,Close entry(s) order long,2018-08-22 15:40,275.61,46.3954,-1078.07,-7.79,2775.55,-7.78,7.03,0.05,1075.84,7.77
26,Entry Long,long,2018-08-22 01:00,298.33,46.3954,-1078.07,-7.79,2775.55,-7.78,7.03,0.05,1075.84,7.77
25,Exit Long,Close entry(s) order long,2018-07-25 08:00,474.22,29.2397,289.36,2.14,3853.62,2.13,639.56,4.72,24.77,0.18
25,Entry Long,long,2018-07-24 05:40,463.48,29.2397,289.36,2.14,3853.62,2.13,639.56,4.72,24.77,0.18
24,Exit Long,Close entry(s) order long,2018-07-18 19:00,483.60,28.0737,-387.76,-2.78,3564.26,-2.78,519.17,3.72,395.47,2.84
24,Entry Long,long,2018-07-17 17:40,496.53,28.0737,-387.76,-2.78,3564.26,-2.78,519.17,3.72,395.47,2.84
23,Exit Long,Close entry(s) order long,2018-07-17 11:40,466.67,29.9238,640.37,4.81,3952.02,4.81,1123.04,8.44,35.91,0.27
23,Entry Long,long,2018-07-15 10:20,444.45,29.9238,640.37,4.81,3952.02,4.81,1123.04,8.44,35.91,0.27
22,Exit Long,Close entry(s) order long,2018-07-09 01:00,483.56,27.5532,25.38,0.19,3311.65,0.19,379.58,2.86,45.29,0.34
22,Entry Long,long,2018-07-07 23:20,481.77,27.5532,25.38,0.19,3311.65,0.19,379.58,2.86,45.29,0.34
21,Exit Long,Close entry(s) order long,2018-07-03 10:20,466.43,28.5106,-24.79,-0.19,3286.26,-0.19,573.07,4.31,119.17,0.9
21,Entry Long,long,2018-07-02 13:20,466.46,28.5106,-24.79,-0.19,3286.26,-0.19,573.07,4.31,119.17,0.9
20,Exit Long,Close entry(s) order long,2018-07-01 14:20,445.63,29.8971,414.11,3.21,3311.06,3.21,949.89,7.37,71.09,0.55
20,Entry Long,long,2018-06-29 22:20,430.99,29.8971,414.11,3.21,3311.06,3.21,949.89,7.37,71.09,0.55
19,Exit Long,Close entry(s) order long,2018-06-20 01:00,517.01,24.9677,128.95,1.01,2896.95,1.01,919.32,7.21,34.20,0.27
19,Entry Long,long,2018-06-18 16:20,510.92,24.9677,128.95,1.01,2896.95,1.01,919.32,7.21,34.20,0.27
18,Exit Long,Close entry(s) order long,2018-06-15 09:00,491.72,25.9893,-631.44,-4.72,2768.00,-4.71,348.94,2.61,636.31,4.75
18,Entry Long,long,2018-06-14 17:00,515.11,25.9893,-631.44,-4.72,2768.00,-4.71,348.94,2.61,636.31,4.75
17,Exit Long,Close entry(s) order long,2018-06-06 16:20,597.68,22.4392,-300.84,-2.2,3399.44,-2.2,77.44,0.57,368.88,2.69
17,Entry Long,long,2018-06-05 16:00,610.00,22.4392,-300.84,-2.2,3399.44,-2.2,77.44,0.57,368.88,2.69
16,Exit Long,Close entry(s) order long,2018-06-04 06:20,603.63,22.7169,-407.58,-2.89,3700.28,-2.89,176.77,1.25,423.86,3.01
16,Entry Long,long,2018-06-03 08:20,620.47,22.7169,-407.58,-2.89,3700.28,-2.89,176.77,1.25,423.86,3.01
15,Exit Long,Close entry(s) order long,2018-05-30 14:40,553.50,25.5114,37.14,0.26,4107.86,0.26,874.63,6.22,107.04,0.76
15,Entry Long,long,2018-05-29 11:20,551.05,25.5114,37.14,0.26,4107.86,0.26,874.63,6.22,107.04,0.76
14,Exit Long,Close entry(s) order long,2018-05-19 21:20,690.73,20.3891,-401.46,-2.78,4070.71,-2.77,163.15,1.13,403.67,2.79
14,Entry Long,long,2018-05-19 11:40,709.16,20.3891,-401.46,-2.78,4070.71,-2.77,163.15,1.13,403.67,2.79
13,Exit Long,Close entry(s) order long,2018-05-14 03:00,709.00,20.4304,-297.02,-2.01,4472.17,-2.01,390.22,2.64,292.97,1.99
13,Entry Long,long,2018-05-13 14:40,722.25,20.4304,-297.02,-2.01,4472.17,-2.01,390.22,2.64,292.97,1.99
12,Exit Long,XL STP,2018-05-04 08:40,807.00,18.3178,1790.50,13.81,4769.19,13.8,1803.81,13.91,21.20,0.16
12,Entry Long,long,2018-05-03 02:40,707.89,18.3178,1790.50,13.81,4769.19,13.8,1803.81,13.91,21.20,0.16
11,Exit Long,XL STP,2018-04-20 22:20,607.64,21.3784,1573.52,13.81,2978.69,13.8,1585.21,13.91,113.09,0.99
11,Entry Long,long,2018-04-19 02:00,533.01,21.3784,1573.52,13.81,2978.69,13.8,1585.21,13.91,113.09,0.99
10,Exit Long,XL STP,2018-04-13 07:40,518.96,21.9967,1382.78,13.81,1405.17,13.8,1393.06,13.91,309.93,3.1
10,Entry Long,long,2018-04-12 11:00,455.22,21.9967,1382.78,13.81,1405.17,13.8,1393.06,13.91,309.93,3.1
9,Exit Long,Close entry(s) order long,2018-04-09 10:20,405.24,24.7542,32.49,0.33,22.38,0.33,703.69,7.05,224.34,2.25
9,Entry Long,long,2018-04-08 12:00,403.20,24.7542,32.49,0.33,22.38,0.33,703.69,7.05,224.34,2.25
8,Exit Long,Close entry(s) order long,2018-04-04 02:00,403.00,24.8111,-397.70,-3.83,-10.10,-3.83,10.26,0.1,417.73,4.03
8,Entry Long,long,2018-04-03 19:20,418.29,24.8111,-397.70,-3.83,-10.10,-3.83,10.26,0.1,417.73,4.03
7,Exit Long,Close entry(s) order long,2018-03-24 10:00,529.20,19.6465,-330.20,-3.08,387.60,-3.08,8.24,0.08,361.90,3.38
7,Entry Long,long,2018-03-24 00:00,545.04,19.6465,-330.20,-3.08,387.60,-3.08,8.24,0.08,361.90,3.38
6,Exit Long,Close entry(s) order long,2018-03-05 14:20,861.82,12.4474,-61.67,-0.57,717.79,-0.57,71.59,0.66,62.22,0.58
6,Entry Long,long,2018-03-04 18:00,865.22,12.4474,-61.67,-0.57,717.79,-0.57,71.59,0.66,62.22,0.58
5,Exit Long,Close entry(s) order long,2018-02-27 15:00,869.00,12.4156,-142.69,-1.31,779.46,-1.31,220.74,2.02,281.97,2.58
5,Entry Long,long,2018-02-26 13:00,878.92,12.4156,-142.69,-1.31,779.46,-1.31,220.74,2.02,281.97,2.58
4,Exit Long,Close entry(s) order long,2018-02-15 10:00,899.61,12.1519,-9.70,-0.09,922.15,-0.09,571.88,5.24,284.58,2.61
4,Entry Long,long,2018-02-14 13:00,898.79,12.1519,-9.70,-0.09,922.15,-0.09,571.88,5.24,284.58,2.61
3,Exit Long,Close entry(s) order long,2018-01-29 01:40,1198.00,9.1333,-625.59,-5.42,931.86,-5.41,105.78,0.92,735.76,6.37
3,Entry Long,long,2018-01-28 11:40,1264.28,9.1333,-625.59,-5.42,931.86,-5.41,105.78,0.92,735.76,6.37
2,Exit Long,Close entry(s) order long,2018-01-25 12:40,1035.01,11.1765,177.85,1.56,1557.45,1.56,1082.27,9.52,727.32,6.4
2,Entry Long,long,2018-01-23 16:40,1017.25,11.1765,177.85,1.56,1557.45,1.56,1082.27,9.52,727.32,6.4
1,Exit Long,XL STP,2018-01-03 18:40,926.84,12.2889,1379.60,13.81,1379.60,13.8,1389.85,13.91,66.14,0.66
1,Entry Long,long,2018-01-02 01:20,813.01,12.2889,1379.60,13.81,1379.60,13.8,1389.85,13.91,66.14,0.66
